VSAMP,SAMPN,VEHNO,YEAR,BODY,O_BODY,FUEL,O_FUEL,EZPAS,CNTV,O_CNTV,HH1,HH_WHT2
315465305,3154653,5,1986,1, ,1, ,1,2,NOT NEEDED,219.54545,1120.70492
315465501,3154655,1,1993,2, ,1, ,2,1, ,180.5,139.847701
315511201,3155112,1,2001,3, ,1, ,1,1, ,311.14286,337.4694403
315511202,3155112,2,2009,1, ,1, ,1,1, ,311.14286,337.4694403
315511203,3155112,3,2002,2, ,1, ,1,2,NOT NEEDED,311.14286,337.4694403
315511204,3155112,4,1996,1, ,1, ,1,2,NOT NEEDED,311.14286,337.4694403
315511301,3155113,1,2007,2, ,1, ,1,1, ,395,50.1189158
315515401,3155154,1,2006,1, ,1, ,1,2,MAIL-IN,955.66667,603.1074262
315519301,3155193,1,2003,1, ,1, ,1,1, ,640.6,562.7392924
315519302,3155193,2,2010,1, ,1, ,1,1, ,640.6,562.7392924
315520101,3155201,1,2009,2, ,1, ,1,1, ,276.66667,145.0387346
315543501,3155435,1,2009,1, ,1, ,1,1, ,105.27273,50.00207108
315558201,3155582,1,2010,1, ,1, ,1,1, ,77.95455,50.00951302
315558202,3155582,2,2008,1, ,1, ,1,1, ,77.95455,50.00951302
315568701,3155687,1,2009,2, ,1, ,1,1, ,580.33333,924.2648621
315568702,3155687,2,2010,1, ,1, ,2,1, ,580.33333,924.2648621
315591001,3155910,1,1995,1, ,1, ,1,2,NOT NEEDED,111.5,78.02050878
315600301,3156003,1,2000,3, ,1, ,2,1, ,571,1316.224556
315676801,3156768,1,2003,1, ,1, ,2,2,NOT NEEDED,179.08333,313.7296309
315676802,3156768,2,1993,1, ,1, ,1,1, ,179.08333,313.7296309
315676803,3156768,3,9999,7, ,1, ,2,2,NOT NEEDED,179.08333,313.7296309
315684201,3156842,1,2001,1, ,1, ,1,1, ,1285.5,1848.109696
315685001,3156850,1,2008,1, ,1, ,1,1, ,467,410.8203843
315685002,3156850,2,9999,1, ,1, ,1,2,NOT NEEDED,467,410.8203843
315698501,3156985,1,2004,1, ,1, ,1,2,USED PUBLIC TRANSIT,527.25,83.03747894
315698502,3156985,2,2010,7, ,1, ,2,2,NOT NEEDED,527.25,83.03747894
315720601,3157206,1,1998,1, ,1, ,1,1, ,161.9,159.70478
315720602,3157206,2,2004,2, ,1, ,1,2,NOT NEEDED,161.9,159.70478
315720603,3157206,3,2005,2, ,1, ,1,1, ,161.9,159.70478
315733801,3157338,1,2004,1, ,1, ,2,1, ,211,253.8951763
315733802,3157338,2,2007,1, ,1, ,2,2,NOT NEEDED,211,253.8951763
315756901,3157569,1,2008,1, ,1, ,1,1, ,219,93.77740263
315756902,3157569,2,2009,1, ,1, ,1,1, ,219,93.77740263
315769901,3157699,1,2008,1, ,1, ,1,1, ,151.4,251.6460402
315769902,3157699,2,2009,2, ,1, ,1,1, ,151.4,251.6460402
315769903,3157699,3,2003,1, ,1, ,1,1, ,151.4,251.6460402
315769904,3157699,4,2002,7, ,1, ,1,2,NOT NEEDED,151.4,251.6460402
315776801,3157768,1,2007,2, ,4, ,1,1, ,255,116.4595277
315776802,3157768,2,2001,1, ,1, ,2,1, ,255,116.4595277
315776803,3157768,3,2010,1, ,1, ,1,1, ,255,116.4595277
315789701,3157897,1,2000,2, ,1, ,1,1, ,105.27273,163.8090043
315789702,3157897,2,2008,4, ,1, ,1,1, ,105.27273,163.8090043
315798701,3157987,1,2009,1, ,1, ,2,1, ,329.8,141.9413918
315826701,3158267,1,2003,1, ,1, ,1,1, ,73.26667,50.12766939
315830301,3158303,1,1998,1, ,1, ,2,1, ,523.25,1787.704839
315830302,3158303,2,1999,2, ,1, ,2,1, ,523.25,1787.704839
315848901,3158489,1,1998,1, ,2, ,1,2,NOT NEEDED,112.5,73.21963257
315848902,3158489,2,2003,1, ,1, ,1,1, ,112.5,73.21963257
315867901,3158679,1,2006,2, ,1, ,1,1, ,263.5,158.431253
315874201,3158742,1,2009,1, ,1, ,1,1, ,170.9,301.3226797
315874202,3158742,2,2005,2, ,1, ,1,2,NOT NEEDED,170.9,301.3226797
315882001,3158820,1,1998,1, ,1, ,1,1, ,156.9,255.6454245
315882002,3158820,2,2009,4, ,1, ,2,2,NOT NEEDED,156.9,255.6454245
315882003,3158820,3,2010,1, ,1, ,2,2,NOT NEEDED,156.9,255.6454245
315882004,3158820,4,1998,1, ,1, ,1,2,NOT NEEDED,156.9,255.6454245
315883701,3158837,1,2006,2, ,1, ,1,1, ,2477,2041.721967
315883702,3158837,2,2009,1, ,1, ,1,1, ,2477,2041.721967
315888001,3158880,1,2007,1, ,1, ,1,1, ,315.92857,182.0489633
315892001,3158920,1,2002,1, ,1, ,1,1, ,399.2,670.3646652
315896001,3158960,1,2005,2, ,1, ,2,1, ,157.90909,51.78530549
315903301,3159033,1,2003,98, ,1, ,1,1, ,614.5,256.2864145
315903302,3159033,2,2001,3, ,1, ,1,1, ,614.5,256.2864145
315909901,3159099,1,2006,1, ,1, ,1,1, ,266.6,397.9787649
315909902,3159099,2,2003,1, ,1, ,1,1, ,266.6,397.9787649
315913201,3159132,1,2010,1, ,1, ,1,1, ,284.14286,63.97145056
315913202,3159132,2,2006,1, ,1, ,1,2,NOT PRIMARY VEHICLE,284.14286,63.97145056
315913203,3159132,3,1998,2, ,1, ,1,1, ,284.14286,63.97145056
315916601,3159166,1,2008,1, ,1, ,1,2,NOT NEEDED,209.21429,188.9688075
315916602,3159166,2,2006,2, ,1, ,1,1, ,209.21429,188.9688075
315928601,3159286,1,1997,1, ,1, ,1,2,NOT NEEDED,834,949.150312
315931701,3159317,1,2000,1, ,1, ,2,1, ,746,816.8623215
315931702,3159317,2,2010,1, ,1, ,2,1, ,746,816.8623215
315955301,3159553,1,2007,1, ,1, ,1,1, ,330.85714,136.4114147
315961201,3159612,1,2007,1, ,1, ,1,1, ,197.91667,84.11180632
315961202,3159612,2,2003,1, ,1, ,1,1, ,197.91667,84.11180632
315963201,3159632,1,2005,2, ,1, ,2,1, ,119.48077,70.24939848
316068201,3160682,1,2007,1, ,1, ,1,1, ,572,128.626124
316068202,3160682,2,2008,1, ,1, ,1,1, ,572,128.626124
316068203,3160682,3,2005,1, ,1, ,1,1, ,572,128.626124
316071401,3160714,1,1997,1, ,1, ,2,1, ,530,352.6487333
316071402,3160714,2,2004,2, ,1, ,2,2,NOT NEEDED,530,352.6487333
316072301,3160723,1,1998,1, ,1, ,1,1, ,1108,635.1920495
316095801,3160958,1,1996,5, ,1, ,1,1, ,228.61538,108.1158194
316095802,3160958,2,2001,1, ,1, ,1,2,NOT NEEDED,228.61538,108.1158194
316097201,3160972,1,2003,1, ,1, ,2,2,NOT NEEDED,602.5,255.5144353
316097401,3160974,1,2010,3, ,1, ,2,1, ,172.46667,54.37323286
316097402,3160974,2,2004,3, ,1, ,2,2,NEEDS REPAIR,172.46667,54.37323286
316102401,3161024,1,2009,2, ,1, ,1,1, ,161,84.62713964
316102402,3161024,2,2008,1, ,1, ,1,2,NOT NEEDED,161,84.62713964
316102403,3161024,3,2007,7, ,1, ,1,2,NOT NEEDED,161,84.62713964
316107101,3161071,1,2001,1, ,1, ,1,1, ,1598,928.5001607
316107102,3161071,2,2010,2, ,1, ,1,1, ,1598,928.5001607
316108801,3161088,1,2001,3, ,1, ,1,2,NOT NEEDED,131.73333,50.00787742
316108802,3161088,2,1996,5, ,1, ,2,1, ,131.73333,50.00787742
316108803,3161088,3,1999,1, ,1, ,2,1, ,131.73333,50.00787742
316123401,3161234,1,2005,4, ,1, ,2,2,NOT NEEDED,175.33333,250.8959889
316123402,3161234,2,2004,1, ,1, ,2,2,NOT NEEDED,175.33333,250.8959889
316129101,3161291,1,2010,2, ,1, ,1,1, ,989,1234.760679
316129102,3161291,2,2008,1, ,1, ,1,2,NOT NEEDED,989,1234.760679
316131201,3161312,1,2009,1, ,1, ,1,1, ,119.48077,103.1827962
316132501,3161325,1,2010,1, ,1, ,1,1, ,224.71429,72.22414406
316135001,3161350,1,2006,2, ,1, ,2,1, ,482,448.3623017
316135002,3161350,2,2000,1, ,1, ,1,2,NOT NEEDED,482,448.3623017
316135003,3161350,3,2002,1, ,1, ,2,2,NOT NEEDED,482,448.3623017
316135004,3161350,4,1999,1, ,1, ,2,2,NOT NEEDED,482,448.3623017
316139701,3161397,1,1999,1, ,1, ,2,1, ,75.53571,77.29754123
316146701,3161467,1,2005,1, ,2, ,1,1, ,62.22581,61.70243818
316146702,3161467,2,2006,2, ,1, ,1,1, ,62.22581,61.70243818
316149001,3161490,1,1999,1, ,1, ,2,2,DK/RF,252.5,107.4254738
316150001,3161500,1,2001,1, ,1, ,2,1, ,220,512.9843092
316151601,3161516,1,1997,1, ,1, ,1,1, ,392.71429,396.779296
316151602,3161516,2,1995,1, ,1, ,2,2,NOT NEEDED,392.71429,396.779296
316159401,3161594,1,2001,1, ,1, ,1,1, ,105.27273,184.9302854
316159402,3161594,2,2005,2, ,1, ,1,1, ,105.27273,184.9302854
316168501,3161685,1,2003,1, ,1, ,1,1, ,178.06667,88.68662075
316168502,3161685,2,1997,2, ,1, ,1,1, ,178.06667,88.68662075
316169501,3161695,1,2010,1, ,1, ,1,1, ,286.33333,542.0076586
316169502,3161695,2,2010,2, ,1, ,1,1, ,286.33333,542.0076586
316169503,3161695,3,2008,3, ,1, ,1,2,NOT NEEDED,286.33333,542.0076586
316170901,3161709,1,2006,1, ,1, ,1,1, ,778,208.8112699
316188501,3161885,1,2001,1, ,1, ,2,2,NOT NEEDED,677.33333,465.0888506
316189801,3161898,1,2003,1, ,1, ,2,1, ,672.25,565.2902326
316190001,3161900,1,2001,1, ,1, ,1,1, ,216.18182,740.906792
316197701,3161977,1,1998,1, ,1, ,1,1, ,415.8,183.7974584
316197702,3161977,2,2002,1, ,1, ,2,1, ,415.8,183.7974584
316200401,3162004,1,2003,1, ,1, ,1,2,NOT NEEDED,71.45,120.147187
316200402,3162004,2,2007,1, ,1, ,1,1, ,71.45,120.147187
316202301,3162023,1,2007,2, ,1, ,2,1, ,337.8,815.1020996
316202302,3162023,2,1998,4, ,1, ,2,1, ,337.8,815.1020996
316202303,3162023,3,1998,2, ,1, ,2,1, ,337.8,815.1020996
316203501,3162035,1,2003,1, ,1, ,1,1, ,203.35714,205.9637431
316204901,3162049,1,2004,3, ,1, ,1,1, ,129.4,85.61411019
316204902,3162049,2,2009,1, ,1, ,1,1, ,129.4,85.61411019
316210801,3162108,1,2006,1, ,1, ,2,1, ,107.86667,242.1330396
316212601,3162126,1,2007,3, ,1, ,1,1, ,104.03846,70.19599743
316212602,3162126,2,2010,1, ,1, ,1,1, ,104.03846,70.19599743
316213301,3162133,1,2001,1, ,1, ,1,1, ,193.36364,297.0962193
316213302,3162133,2,2002,4, ,1, ,1,1, ,193.36364,297.0962193
316225601,3162256,1,2004,1, ,1, ,2,1, ,372.14286,308.1379604
316225602,3162256,2,2009,1, ,1, ,2,1, ,372.14286,308.1379604
316225603,3162256,3,2003,1, ,1, ,2,2,USED PUBLIC TRANSIT,372.14286,308.1379604
316225604,3162256,4,2008,2, ,1, ,2,2,NEEDS REPAIR,372.14286,308.1379604
316227501,3162275,1,2004,2, ,1, ,2,1, ,192.33333,50
316227502,3162275,2,1999,4, ,2, ,2,2,NOT NEEDED,192.33333,50
316230301,3162303,1,1999,1, ,1, ,1,1, ,194.6,225.6196914
316230302,3162303,2,1995,1, ,1, ,1,1, ,194.6,225.6196914
316230303,3162303,3,2001,1, ,1, ,1,1, ,194.6,225.6196914
316237501,3162375,1,1998,1, ,1, ,1,2,NOT NEEDED,420.625,218.1072008
316241901,3162419,1,2005,1, ,1, ,1,2,NOT NEEDED,330.57143,227.1395147
316241902,3162419,2,2008,1, ,1, ,1,1, ,330.57143,227.1395147
316255901,3162559,1,2011,1, ,1, ,2,1, ,567.66667,149.947749
316257501,3162575,1,1998,1, ,1, ,1,1, ,1456,2851.116817
316257502,3162575,2,2006,2, ,1, ,1,2,DK/RF,1456,2851.116817
316257503,3162575,3,2002,3, ,1, ,2,1, ,1456,2851.116817
316260201,3162602,1,2007,2, ,1, ,1,1, ,249.71429,62.00277336
316260202,3162602,2,1978,1, ,1, ,1,2,NOT NEEDED,249.71429,62.00277336
316264001,3162640,1,2002,1, ,1, ,1,1, ,259,680.7159254
316264002,3162640,2,2011,2, ,1, ,1,1, ,259,680.7159254
316268801,3162688,1,1993,1, ,1, ,1,1, ,299.85714,75.71744717
316268802,3162688,2,2004,2, ,1, ,1,1, ,299.85714,75.71744717
316270801,3162708,1,2005,3, ,1, ,1,1, ,394,270.6730123
316272001,3162720,1,2003,2, ,1, ,1,1, ,257.71429,50.08167293
316272002,3162720,2,2010,1, ,1, ,1,1, ,257.71429,50.08167293
316272003,3162720,3,2007,1, ,1, ,2,2,NOT NEEDED,257.71429,50.08167293
316273701,3162737,1,1997,2, ,1, ,2,1, ,168.33333,58.5328175
316274601,3162746,1,2010,4, ,1, ,1,1, ,797.25,72.6959217
316274602,3162746,2,2008,1, ,1, ,1,1, ,797.25,72.6959217
316275101,3162751,1,2007,2, ,1, ,2,1, ,167.16667,108.977316
316282601,3162826,1,2005,2, ,1, ,1,1, ,181.25,385.3539639
316286301,3162863,1,2011,2, ,1, ,1,1, ,181.75,50.10120611
316286302,3162863,2,2005,2, ,1, ,2,2,NOT NEEDED,181.75,50.10120611
316287801,3162878,1,2004,3, ,1, ,1,2,NOT NEEDED,133.44444,116.2908764
316287802,3162878,2,2001,1, ,1, ,1,1, ,133.44444,116.2908764
316287803,3162878,3,1999,1, ,1, ,1,1, ,133.44444,116.2908764
316289301,3162893,1,1999,1, ,1, ,1,1, ,253.4,127.6539144
316289302,3162893,2,2001,4, ,1, ,1,2,NOT NEEDED,253.4,127.6539144
316289303,3162893,3,2004,4, ,2, ,1,1, ,253.4,127.6539144
316292301,3162923,1,2004,1, ,1, ,2,2,NOT NEEDED,147.2,50.06452042
316292302,3162923,2,1997,1, ,1, ,2,2,NOT NEEDED,147.2,50.06452042
316294001,3162940,1,2005,1, ,1, ,2,1, ,156.69231,155.6371678
316294002,3162940,2,2004,2, ,1, ,2,1, ,156.69231,155.6371678
316294901,3162949,1,2004,1, ,1, ,2,1, ,256.5,134.6471949
316300901,3163009,1,2007,1, ,1, ,1,1, ,326,254.5070808
316300902,3163009,2,2010,1, ,1, ,1,1, ,326,254.5070808
316313001,3163130,1,2007,2, ,3, ,1,1, ,585.33333,1376.465457
316313002,3163130,2,2003,1, ,1, ,1,1, ,585.33333,1376.465457
316314401,3163144,1,2009,2, ,1, ,2,1, ,646.66667,329.0086552
316316501,3163165,1,2008,1, ,1, ,2,1, ,58.95652,50.29227253
316316502,3163165,2,1998,1, ,1, ,2,2,NOT NEEDED,58.95652,50.29227253
316316503,3163165,3,1966,1, ,1, ,2,2,NOT NEEDED,58.95652,50.29227253
316320201,3163202,1,2001,1, ,1, ,1,1, ,66.28571,79.979453
316320202,3163202,2,2004,3, ,1, ,1,1, ,66.28571,79.979453
316320301,3163203,1,2009,2, ,1, ,1,1, ,264.5,241.1522476
316320302,3163203,2,2009,1, ,1, ,1,1, ,264.5,241.1522476
316321001,3163210,1,2002,1, ,1, ,1,2,NOT NEEDED,190.07692,50
316321201,3163212,1,2006,1, ,1, ,2,1, ,137.8,318.2943011
316321202,3163212,2,2008,1, ,1, ,2,2,NOT NEEDED,137.8,318.2943011
316322301,3163223,1,2001,1, ,1, ,1,1, ,406.6,959.0804389
316322302,3163223,2,1993,3, ,1, ,1,2,NOT NEEDED,406.6,959.0804389
316322303,3163223,3,2006,3, ,1, ,1,2,NOT NEEDED,406.6,959.0804389
316335201,3163352,1,2006,2, ,1, ,1,1, ,210.66667,54.89791835
316335202,3163352,2,2000,1, ,1, ,1,1, ,210.66667,54.89791835
316357201,3163572,1,1997,2, ,1, ,2,1, ,261.33333,190.1403669
316357202,3163572,2,2000,1, ,1, ,2,1, ,261.33333,190.1403669
316357203,3163572,3,2000,2, ,1, ,2,1, ,261.33333,190.1403669
316358701,3163587,1,2008,1, ,1, ,1,1, ,291,298.3591482
316358702,3163587,2,2004,4, ,1, ,1,1, ,291,298.3591482
316361301,3163613,1,2002,2, ,1, ,2,1, ,128.90909,61.34972512
316361302,3163613,2,1999,4, ,1, ,2,1, ,128.90909,61.34972512
316361501,3163615,1,2000,1, ,1, ,2,1, ,439.33333,283.0188387
316361901,3163619,1,2010,1, ,1, ,1,2,NOT NEEDED,178.06667,508.7719424
316361902,3163619,2,1997,1, ,1, ,1,1, ,178.06667,508.7719424
316374901,3163749,1,2002,5, ,1, ,1,2,NOT NEEDED,1486.5,1163.202582
316374902,3163749,2,2010,2, ,1, ,1,2,NOT NEEDED,1486.5,1163.202582
316382201,3163822,1,2010,1, ,1, ,1,1, ,663,929.011693
316382202,3163822,2,2004,3, ,1, ,1,1, ,663,929.011693
316382701,3163827,1,2000,1, ,1, ,2,1, ,355,721.2709243
316384101,3163841,1,2002,1, ,1, ,1,1, ,301.2,194.0344831
316384102,3163841,2,2004,2, ,1, ,1,1, ,301.2,194.0344831
316384103,3163841,3,2007,1, ,1, ,1,2,NOT NEEDED,301.2,194.0344831
316386001,3163860,1,2010,1, ,1, ,1,2,NOT NEEDED,69.53846,50
316399801,3163998,1,2004,1, ,1, ,1,1, ,696.5,438.8417747
316399802,3163998,2,2006,1, ,1, ,1,2,NOT NEEDED,696.5,438.8417747
316400201,3164002,1,2002,2, ,1, ,1,1, ,279.77778,53.08739263
316400202,3164002,2,2009,2, ,1, ,1,1, ,279.77778,53.08739263
316400601,3164006,1,2008,2, ,1, ,1,1, ,124.92857,226.7771283
316400602,3164006,2,1999,2, ,1, ,2,1, ,124.92857,226.7771283
316400603,3164006,3,2002,1, ,1, ,1,1, ,124.92857,226.7771283
316402401,3164024,1,2004,1, ,1, ,2,2,NEEDS REPAIR,304.83333,1270.343347
316402402,3164024,2,2000,1, ,1, ,1,1, ,304.83333,1270.343347
316406701,3164067,1,2008,2, ,1, ,1,1, ,58.95652,50.66289128
316406702,3164067,2,2004,1, ,1, ,1,1, ,58.95652,50.66289128
316406703,3164067,3,2004,1, ,1, ,1,2,NOT NEEDED,58.95652,50.66289128
316407201,3164072,1,2001,1, ,1, ,1,1, ,973.5,612.2735421
316407202,3164072,2,2009,2, ,1, ,1,1, ,973.5,612.2735421
316407203,3164072,3,1993,1, ,1, ,2,2,NOT PRIMARY VEHICLE,973.5,612.2735421
316408601,3164086,1,1997,1, ,1, ,2,1, ,359.6,1584.019768
316412501,3164125,1,2009,1, ,1, ,1,1, ,331.42857,248.3935745
316412502,3164125,2,2002,1, ,1, ,1,1, ,331.42857,248.3935745
316412503,3164125,3,2001,1, ,1, ,1,2,NOT NEEDED,331.42857,248.3935745
316416801,3164168,1,2001,1, ,1, ,1,1, ,115.5625,103.5440775
316420601,3164206,1,1997,2, ,1, ,1,1, ,1090.5,2950.696445
316430301,3164303,1,2002,1, ,1, ,2,1, ,211,216.3360147
316430302,3164303,2,1995,4, ,1, ,2,1, ,211,216.3360147
316435601,3164356,1,2006,2, ,1, ,1,1, ,133.85714,50
316435602,3164356,2,1994,3, ,1, ,1,2,NOT NEEDED,133.85714,50
316435603,3164356,3,1992,1, ,1, ,2,2,NOT NEEDED,133.85714,50
316435801,3164358,1,2006,2, ,1, ,1,2,NOT NEEDED,133,163.4120835
316435802,3164358,2,1997,1, ,1, ,1,2,NOT NEEDED,133,163.4120835
316445901,3164459,1,2010,1, ,1, ,1,1, ,506,1921.694078
316447401,3164474,1,2001,1, ,1, ,1,2,DK/RF,347.5,2006.523028
316449301,3164493,1,2010,1, ,1, ,1,1, ,824,836.0289301
316449302,3164493,2,2011,1, ,1, ,2,1, ,824,836.0289301
316454001,3164540,1,1995,1, ,1, ,2,2,NOT NEEDED,461.33333,1448.322218
316454002,3164540,2,2009,1, ,1, ,1,2,NOT NEEDED,461.33333,1448.322218
316456901,3164569,1,2005,1, ,1, ,1,1, ,154.66667,128.7927708
316456902,3164569,2,2001,1, ,1, ,1,1, ,154.66667,128.7927708
316460101,3164601,1,2010,1, ,1, ,1,1, ,797.5,997.3589676
316460102,3164601,2,2005,1, ,1, ,2,1, ,797.5,997.3589676
316460103,3164601,3,2001,1, ,1, ,1,1, ,797.5,997.3589676
316463201,3164632,1,2006,1, ,1, ,1,1, ,170.77778,304.0128559
316463202,3164632,2,1998,1, ,1, ,1,2,NOT NEEDED,170.77778,304.0128559
316463203,3164632,3,2010,1, ,1, ,1,1, ,170.77778,304.0128559
316464701,3164647,1,2002,1, ,1, ,1,1, ,151.33333,392.6218541
316464702,3164647,2,2005,3, ,1, ,1,1, ,151.33333,392.6218541
316464703,3164647,3,2005,1, ,1, ,2,2,NOT NEEDED,151.33333,392.6218541
316464704,3164647,4,1983,1, ,1, ,2,2,NOT NEEDED,151.33333,392.6218541
316464705,3164647,5,1993,7, ,1, ,2,2,NOT NEEDED,151.33333,392.6218541
316465901,3164659,1,2010,1, ,1, ,2,1, ,159.23529,410.6276815
316469101,3164691,1,1998,1, ,1, ,1,1, ,507,537.6340515
316469102,3164691,2,2003,2, ,1, ,1,1, ,507,537.6340515
316472301,3164723,1,2006,1, ,1, ,1,1, ,353,283.7647989
316472302,3164723,2,1986,1, ,1, ,1,1, ,353,283.7647989
316486201,3164862,1,1998,1, ,1, ,1,1, ,1099.5,559.5556503
316490101,3164901,1,1993,1, ,1, ,1,1, ,94.66667,66.58742877
316490102,3164901,2,1997,1, ,1, ,1,2,NOT NEEDED,94.66667,66.58742877
316496101,3164961,1,2005,2, ,1, ,1,1, ,90.46667,50.31685097
316496102,3164961,2,2001,2, ,1, ,2,2,NOT NEEDED,90.46667,50.31685097
316496103,3164961,3,2002,1, ,1, ,2,2,NOT NEEDED,90.46667,50.31685097
316496104,3164961,4,1995,4, ,1, ,2,1, ,90.46667,50.31685097
316496701,3164967,1,2010,1, ,1, ,1,1, ,506,53.00009292
316496702,3164967,2,2006,4, ,1, ,1,1, ,506,53.00009292
316496703,3164967,3,2004,1, ,1, ,1,2,NOT NEEDED,506,53.00009292
316501501,3165015,1,2003,1, ,1, ,1,2,NOT NEEDED,598.44444,2151.205857
316506801,3165068,1,2008,1, ,1, ,1,1, ,56.77778,237.315805
316510501,3165105,1,2004,1, ,1, ,1,1, ,256,50.02664306
316510502,3165105,2,2008,1, ,3, ,1,2,NOT NEEDED,256,50.02664306
316518101,3165181,1,2008,1, ,1, ,1,1, ,119.18182,286.010602
316522501,3165225,1,2005,2, ,1, ,1,1, ,552.66667,62.20200476
316522502,3165225,2,2009,1, ,1, ,1,1, ,552.66667,62.20200476
316522503,3165225,3,1998,1, ,1, ,1,1, ,552.66667,62.20200476
316522601,3165226,1,2000,1, ,1, ,1,2,NOT NEEDED,339.28571,51.58904339
316522602,3165226,2,2002,1, ,1, ,1,2,NOT NEEDED,339.28571,51.58904339
316522603,3165226,3,2009,2, ,1, ,1,2,NOT NEEDED,339.28571,51.58904339
316531201,3165312,1,2001,2, ,1, ,1,1, ,298.66667,302.5812154
316531202,3165312,2,1998,1, ,1, ,1,1, ,298.66667,302.5812154
316536201,3165362,1,2000,1, ,1, ,1,1, ,254,279.2277252
316536202,3165362,2,1973,1, ,1, ,2,2,NOT NEEDED,254,279.2277252
316537401,3165374,1,2001,2, ,1, ,2,1, ,58,114.1917043
316537402,3165374,2,2009,1, ,1, ,2,1, ,58,114.1917043
316538001,3165380,1,1999,1, ,1, ,2,2,NOT NEEDED,160.4,332.6590762
316538002,3165380,2,2003,3, ,1, ,2,2,NOT NEEDED,160.4,332.6590762
316538003,3165380,3,2007,1, ,1, ,2,1, ,160.4,332.6590762
316538004,3165380,4,1999,4, ,1, ,2,1, ,160.4,332.6590762
316539701,3165397,1,2006,1, ,1, ,2,1, ,175.69231,50.69680828
316539702,3165397,2,2000,1, ,8, ,8,1, ,175.69231,50.69680828
316539703,3165397,3,2005,5, ,8, ,8,2,NOT NEEDED,175.69231,50.69680828
316539704,3165397,4,1999,5, ,8, ,8,2,NOT NEEDED,175.69231,50.69680828
316539705,3165397,5,1999,98, ,8, ,8,2,NOT NEEDED,175.69231,50.69680828
316546501,3165465,1,2009,1, ,1, ,1,2,NOT NEEDED,347.5,87.76714651
316550701,3165507,1,2010,2, ,1, ,1,2,DK/RF,1577,895.5557225
316554501,3165545,1,2003,1, ,1, ,2,2,DK/RF,929.66667,258.7713873
316554502,3165545,2,1996,4, ,1, ,2,1, ,929.66667,258.7713873
316554503,3165545,3,1993,2, ,1, ,2,2,DK/RF,929.66667,258.7713873
316555101,3165551,1,2008,3, ,1, ,2,1, ,578,642.0788963
316555102,3165551,2,1995,1, ,1, ,2,1, ,578,642.0788963
316561001,3165610,1,2001,1, ,1, ,1,2,NOT NEEDED,266.16667,207.3802862
316561002,3165610,2,2001,3, ,1, ,1,2,NOT NEEDED,266.16667,207.3802862
316562101,3165621,1,1999,4, ,1, ,2,2,IN REPAIR,507.5,85.70442481
316562102,3165621,2,1999,2, ,1, ,2,1, ,507.5,85.70442481
316562103,3165621,3,2004,7, ,1, ,2,2,NOT NEEDED,507.5,85.70442481
316568201,3165682,1,2000,1, ,1, ,1,1, ,275,114.2698912
316568202,3165682,2,2006,2, ,1, ,1,1, ,275,114.2698912
316569901,3165699,1,2007,2, ,1, ,1,1, ,1029,279.5705252
316569902,3165699,2,2007,1, ,1, ,1,1, ,1029,279.5705252
316572401,3165724,1,2009,2, ,1, ,1,1, ,236.625,1992.572634
316572402,3165724,2,2000,1, ,1, ,1,1, ,236.625,1992.572634
316572403,3165724,3,1969,1, ,1, ,2,2,NOT NEEDED,236.625,1992.572634
316572404,3165724,4,1967,1, ,1, ,2,2,NOT NEEDED,236.625,1992.572634
316576501,3165765,1,1999,1, ,1, ,2,1, ,305.22222,171.957098
316578601,3165786,1,2004,2, ,1, ,1,1, ,177.2,144.5579336
316578602,3165786,2,1992,1, ,1, ,1,2,NOT NEEDED,177.2,144.5579336
316582201,3165822,1,2008,1, ,1, ,1,1, ,56.69231,50.66289128
316582202,3165822,2,2004,2, ,1, ,1,1, ,56.69231,50.66289128
316582203,3165822,3,1929,1, ,1, ,2,2,MAIL-IN,56.69231,50.66289128
316582204,3165822,4,1930,1, ,1, ,2,2,MAIL-IN,56.69231,50.66289128
316590101,3165901,1,2004,2, ,1, ,1,1, ,638.66667,112.0645811
316592401,3165924,1,2006,1, ,1, ,1,1, ,306.5,108.8318179
316595501,3165955,1,2008,3, ,1, ,1,1, ,223.6,193.3626539
316595502,3165955,2,2007,4, ,1, ,1,2,NOT NEEDED,223.6,193.3626539
316596101,3165961,1,2009,1, ,1, ,2,1, ,67.74419,146.6860374
316596102,3165961,2,2004,2, ,1, ,2,2,PRIMARY DRIVER SICK,67.74419,146.6860374
316599001,3165990,1,2011,3, ,1, ,1,1, ,251.72727,329.3186095
316599002,3165990,2,2007,1, ,1, ,1,2,NOT NEEDED,251.72727,329.3186095
316604001,3166040,1,1992,1, ,1, ,1,2,NOT NEEDED,229.25,331.6511564
316604002,3166040,2,2009,1, ,1, ,1,1, ,229.25,331.6511564
316612401,3166124,1,2002,1, ,1, ,2,2,NOT NEEDED,354.14286,188.1713084
316612402,3166124,2,1998,5, ,1, ,2,2,NOT NEEDED,354.14286,188.1713084
316622701,3166227,1,2006,1, ,1, ,1,1, ,442.33333,151.4049063
316622702,3166227,2,2006,1, ,1, ,1,1, ,442.33333,151.4049063
316625101,3166251,1,2009,1, ,1, ,1,2,NOT NEEDED,1175,615.9189782
316629001,3166290,1,2002,1, ,1, ,1,1, ,324.71429,349.7425641
316629002,3166290,2,2000,1, ,1, ,2,2,NOT NEEDED,324.71429,349.7425641
316642801,3166428,1,2007,1, ,1, ,1,1, ,307.25,1249.276237
