VSAMP,SAMPN,VEHNO,YEAR,BODY,O_BODY,FUEL,O_FUEL,EZPAS,CNTV,O_CNTV,HH1,HH_WHT2
403965601,4039656,1,9998,1, ,1, ,2,2,NOT NEEDED,182.6,91.85394977
403965602,4039656,2,9998,1, ,1, ,2,2,NOT NEEDED,182.6,91.85394977
403976101,4039761,1,2004,1, ,1, ,2,1, ,261.33333,60.49931103
403977001,4039770,1,2006,1, ,1, ,1,2,NOT NEEDED,119.48077,207.6762383
403982501,4039825,1,2009,1, ,1, ,2,1, ,224.36364,864.4159367
403982502,4039825,2,2002,1, ,1, ,2,1, ,224.36364,864.4159367
403982503,4039825,3,2002,4, ,1, ,2,1, ,224.36364,864.4159367
403984401,4039844,1,1996,1, ,1, ,2,2,NOT NEEDED,519.33333,793.8835052
403988601,4039886,1,1995,2, ,1, ,2,1, ,200,99.96035626
403994101,4039941,1,2002,1, ,1, ,1,1, ,96.72222,391.5038787
403994102,4039941,2,2008,2, ,1, ,1,2,USED OTHER VEHICLE,96.72222,391.5038787
403999501,4039995,1,2004,3, ,1, ,2,2,NOT NEEDED,185.5,64.58335479
403999502,4039995,2,2004,1, ,1, ,2,2,USED OTHER VEHICLE,185.5,64.58335479
403999503,4039995,3,2001,1, ,1, ,2,1, ,185.5,64.58335479
404004601,4040046,1,2002,4, ,1, ,2,1, ,334.33333,469.2148509
404004602,4040046,2,1996,1, ,1, ,1,2,USED DIFFERENT MODE,334.33333,469.2148509
404006901,4040069,1,2001,1, ,1, ,1,2,NOT NEEDED,173.25,289.9492067
404011001,4040110,1,2011,1, ,1, ,1,1, ,203.46154,50
404011002,4040110,2,2002,1, ,1, ,1,2,NOT NEEDED,203.46154,50
404011003,4040110,3,1999,3, ,1, ,1,2,NOT NEEDED,203.46154,50
404012601,4040126,1,2000,1, ,1, ,1,1, ,95.57143,66.3448324
404023401,4040234,1,2007,1, ,1, ,1,1, ,111.4,136.0617218
404023402,4040234,2,2005,1, ,1, ,1,1, ,111.4,136.0617218
404024301,4040243,1,2005,1, ,1, ,1,2,NOT NEEDED,150.11111,325.1598728
404029701,4040297,1,2006,1, ,1, ,1,1, ,318.5,1406.392265
404029702,4040297,2,2007,2, ,1, ,1,1, ,318.5,1406.392265
404029703,4040297,3,2006,1, ,1, ,1,2,DK/RF,318.5,1406.392265
404030601,4040306,1,1996,1, ,1, ,2,1, ,299.25,90.86751877
404032201,4040322,1,1999,2, ,1, ,2,1, ,116.72727,224.9608682
404032202,4040322,2,1988,1, ,1, ,2,2,NOT NEEDED,116.72727,224.9608682
404033501,4040335,1,2005,1, ,1, ,1,1, ,256.71429,130.8767501
404034301,4040343,1,2006,1, ,1, ,1,1, ,73.04,363.907612
404034302,4040343,2,2006,2, ,1, ,1,2,NOT NEEDED,73.04,363.907612
404034303,4040343,3,2006,1, ,1, ,1,2,USED OTHER VEHICLE,73.04,363.907612
404039501,4040395,1,2001,3, ,1, ,1,1, ,319,315.9333206
404039502,4040395,2,2006,1, ,1, ,1,2,NOT NEEDED,319,315.9333206
404039701,4040397,1,1995,1, ,1, ,1,1, ,203.46154,98.54723552
404040001,4040400,1,2004,2, ,1, ,1,1, ,64.11111,74.10779349
404042401,4040424,1,2007,1, ,1, ,1,2,NOT NEEDED,455.33333,267.046046
404052301,4040523,1,2008,2, ,1, ,1,2,NOT NEEDED,168.33333,276.3914683
404052302,4040523,2,1980,1, ,1, ,2,2,CARPOOLED,168.33333,276.3914683
404053501,4040535,1,2009,2, ,1, ,1,1, ,223.5,118.0493117
404053502,4040535,2,2008,1, ,1, ,1,1, ,223.5,118.0493117
404053503,4040535,3,2000,1, ,1, ,2,1, ,223.5,118.0493117
404054701,4040547,1,2006,2, ,1, ,1,1, ,74.27778,108.161236
404054702,4040547,2,1987,1, ,1, ,1,2,NOT NEEDED,74.27778,108.161236
404056101,4040561,1,1995,1, ,1, ,1,1, ,313.5,177.8231251
404056601,4040566,1,1992,1, ,1, ,2,1, ,285,400.2474059
404056602,4040566,2,2006,3, ,1, ,2,2,NOT NEEDED,285,400.2474059
404068301,4040683,1,2009,1, ,1, ,1,1, ,77.10714,50.08167293
404069701,4040697,1,2005,1, ,1, ,1,1, ,299,377.7703126
404070701,4040707,1,1992,1, ,1, ,1,1, ,328.14286,131.9562654
404070702,4040707,2,1997,1, ,1, ,1,1, ,328.14286,131.9562654
404071501,4040715,1,2010,1, ,1, ,1,1, ,231.3,321.0101635
404071502,4040715,2,2010,1, ,1, ,1,1, ,231.3,321.0101635
404074401,4040744,1,1998,1, ,1, ,2,1, ,66.22727,87.57894741
404074901,4040749,1,2009,1, ,1, ,1,2,NOT NEEDED,241,504.8532327
404074902,4040749,2,2000,1, ,1, ,1,1, ,241,504.8532327
404074903,4040749,3,2002,1, ,1, ,1,1, ,241,504.8532327
404075301,4040753,1,2008,1, ,1, ,1,2,NOT NEEDED,509.5,261.6696616
404075302,4040753,2,2004,1, ,1, ,1,1, ,509.5,261.6696616
404080901,4040809,1,1999,1, ,1, ,1,2,NOT NEEDED,468,546.9733458
404080902,4040809,2,2007,1, ,1, ,1,1, ,468,546.9733458
404085701,4040857,1,1998,3, ,1, ,2,1, ,95.19048,56.47614915
404089801,4040898,1,2003,1, ,1, ,1,1, ,342.875,604.6320031
404094501,4040945,1,2009,1, ,1, ,1,2,NOT NEEDED,561,2068.07585
404094502,4040945,2,1993,3, ,1, ,1,2,NOT NEEDED,561,2068.07585
404094503,4040945,3,2002,7, ,1, ,1,2,NOT NEEDED,561,2068.07585
404118301,4041183,1,2003,2, ,1, ,1,1, ,86.52,50.06722095
404118302,4041183,2,2007,1, ,1, ,1,1, ,86.52,50.06722095
404120001,4041200,1,1999,1, ,1, ,2,1, ,352,518.275306
404123201,4041232,1,2005,1, ,1, ,2,1, ,105.27273,53.2880224
404124501,4041245,1,2001,2, ,1, ,1,1, ,261.66667,64.42002738
404125801,4041258,1,2004,1, ,1, ,2,1, ,410.4,1463.958204
404132001,4041320,1,1970,4, ,1, ,8,2,NOT NEEDED,137.44444,1054.654696
404138001,4041380,1,2010,2, ,1, ,1,1, ,352.14286,159.601389
404138301,4041383,1,2009,1, ,1, ,1,1, ,309.57143,679.3205212
404139001,4041390,1,2000,2, ,1, ,1,1, ,156.9,192.2402899
404139002,4041390,2,2011,1, ,1, ,1,1, ,156.9,192.2402899
404143301,4041433,1,2004,1, ,1, ,1,2,NOT NEEDED,104,64.56995317
404143701,4041437,1,2004,2, ,1, ,1,1, ,379.25,99.31689629
404143702,4041437,2,1998,1, ,1, ,2,1, ,379.25,99.31689629
404144901,4041449,1,2004,1, ,1, ,2,1, ,162.25,50.01735217
404148201,4041482,1,1987,1, ,1, ,1,1, ,197,50.50147565
404148202,4041482,2,1998,1, ,1, ,1,2,USED OTHER VEHICLE,197,50.50147565
404148701,4041487,1,2012,1, ,1, ,1,1, ,111.4,64.50391986
404148702,4041487,2,2010,1, ,1, ,1,1, ,111.4,64.50391986
404148703,4041487,3,2008,1, ,1, ,1,2,NOT PRIMARY VEHICLE,111.4,64.50391986
404150401,4041504,1,1999,1, ,1, ,2,1, ,117.5,58.26978711
404150402,4041504,2,1994,1, ,1, ,2,2,NOT NEEDED,117.5,58.26978711
404152801,4041528,1,2005,1, ,1, ,1,2,NOT NEEDED,103.16667,58.75013552
404152802,4041528,2,2002,1, ,1, ,1,1, ,103.16667,58.75013552
404159801,4041598,1,2004,1, ,1, ,2,2,NOT NEEDED,253.33333,317.0606902
404167001,4041670,1,2005,2, ,1, ,1,1, ,203,146.835101
404167002,4041670,2,2010,1, ,1, ,1,1, ,203,146.835101
404170301,4041703,1,1997,1, ,1, ,2,2,NOT NEEDED,493,625.774037
404173601,4041736,1,2009,1, ,1, ,2,2,NOT NEEDED,257.85714,505.3657338
404173602,4041736,2,1997,1, ,1, ,2,1, ,257.85714,505.3657338
404173603,4041736,3,2002,4, ,1, ,2,2,WORKED FROM HOME,257.85714,505.3657338
404182201,4041822,1,2008,2, ,1, ,1,1, ,202.5,138.012788
404186501,4041865,1,1999,4, ,1, ,2,1, ,491,3000
404186502,4041865,2,2001,1, ,1, ,2,1, ,491,3000
404186503,4041865,3,2011,1, ,1, ,2,1, ,491,3000
404186504,4041865,4,2006,1, ,1, ,2,1, ,491,3000
404193901,4041939,1,2006,1, ,1, ,1,2,NOT NEEDED,326.66667,187.7615527
404193902,4041939,2,1997,1, ,1, ,1,1, ,326.66667,187.7615527
404204001,4042040,1,1995,1, ,1, ,2,1, ,112.25,76.6082865
404207401,4042074,1,2000,1, ,1, ,1,1, ,232.2,222.3917189
404207402,4042074,2,2007,3, ,1, ,2,1, ,232.2,222.3917189
404209001,4042090,1,2007,2, ,1, ,1,1, ,77.10714,124.2921695
404209002,4042090,2,2006,2, ,1, ,1,2,NOT NEEDED,77.10714,124.2921695
404209003,4042090,3,2004,4, ,1, ,1,2,NOT NEEDED,77.10714,124.2921695
404209004,4042090,4,2003,2, ,1, ,1,1, ,77.10714,124.2921695
404209005,4042090,5,2006,2, ,1, ,1,2,NOT NEEDED,77.10714,124.2921695
404209006,4042090,6,2008,2, ,1, ,2,2,NOT NEEDED,77.10714,124.2921695
404211601,4042116,1,1996,1, ,1, ,2,1, ,131.2,171.6528002
404211602,4042116,2,1986,1, ,1, ,2,2,PRIMARY DRIVER AWAY,131.2,171.6528002
404217701,4042177,1,2002,3, ,1, ,1,1, ,124.625,259.4092565
404219001,4042190,1,2012,3, ,1, ,1,2,NOT NEEDED,27.05,402.1725533
404219002,4042190,2,2011,2, ,1, ,1,2,NOT NEEDED,27.05,402.1725533
404219003,4042190,3,2004,2, ,1, ,1,2,NOT NEEDED,27.05,402.1725533
404219004,4042190,4,1989,4, ,1, ,2,2,NOT NEEDED,27.05,402.1725533
404239201,4042392,1,2008,1, ,1, ,1,1, ,55.75,172.4998666
404239202,4042392,2,2005,1, ,1, ,1,2,NOT NEEDED,55.75,172.4998666
404239203,4042392,3,2002,1, ,1, ,1,2,NOT NEEDED,55.75,172.4998666
404239401,4042394,1,1992,1, ,1, ,2,2,NOT NEEDED,194.8,106.0172246
404239402,4042394,2,1991,1, ,1, ,2,1, ,194.8,106.0172246
404246501,4042465,1,2002,3, ,1, ,1,2,NOT NEEDED,156.18182,348.6181745
404252101,4042521,1,1999,1, ,1, ,2,1, ,241,54.33191011
404252102,4042521,2,2001,3, ,1, ,2,1, ,241,54.33191011
404254701,4042547,1,1999,1, ,1, ,1,1, ,543,1732.987036
404254702,4042547,2,1991,1, ,1, ,1,2,NOT NEEDED,543,1732.987036
404254703,4042547,3,2007,2, ,1, ,1,1, ,543,1732.987036
404254901,4042549,1,2006,1, ,1, ,1,1, ,318.16667,50.06722095
404254902,4042549,2,2008,6, ,1, ,1,2,NOT NEEDED,318.16667,50.06722095
404254903,4042549,3,1999,1, ,1, ,1,2,NOT NEEDED,318.16667,50.06722095
404259701,4042597,1,9998,1, ,1, ,2,2,NOT NEEDED,242.66667,387.8414218
404266501,4042665,1,2001,1, ,1, ,1,1, ,156.69231,162.3826124
404266502,4042665,2,2006,1, ,1, ,1,1, ,156.69231,162.3826124
404278101,4042781,1,2010,2, ,1, ,1,1, ,249.66667,95.92251296
404283601,4042836,1,2010,3, ,1, ,2,2,NOT NEEDED,226.5,131.2895084
404283602,4042836,2,2001,2, ,1, ,2,1, ,226.5,131.2895084
404284001,4042840,1,2010,1, ,1, ,1,1, ,95.57143,54.12052846
404284002,4042840,2,1996,1, ,1, ,1,1, ,95.57143,54.12052846
404289601,4042896,1,2004,3, ,1, ,1,1, ,117.5,116.261557
404289602,4042896,2,2004,1, ,1, ,1,1, ,117.5,116.261557
404289603,4042896,3,2000,1, ,1, ,1,2,NOT NEEDED,117.5,116.261557
404295701,4042957,1,2002,1, ,1, ,2,2,NOT NEEDED,661,1890.026217
404305401,4043054,1,2004,1, ,1, ,1,2,NOT NEEDED,166.2,62.5370465
404305402,4043054,2,2006,3, ,1, ,1,1, ,166.2,62.5370465
404305403,4043054,3,2001,7, ,1, ,1,2,NOT NEEDED,166.2,62.5370465
404305404,4043054,4,1999,7, ,1, ,2,2,NOT NEEDED,166.2,62.5370465
404306601,4043066,1,1999,3, ,1, ,1,1, ,134.78571,69.10683448
404306602,4043066,2,2006,1, ,1, ,1,1, ,134.78571,69.10683448
404315901,4043159,1,2005,2, ,1, ,1,1, ,391.75,504.7741776
404322101,4043221,1,2000,1, ,1, ,1,1, ,738,496.0190333
404325401,4043254,1,2010,1, ,1, ,1,1, ,984,284.1583168
404325402,4043254,2,2006,2, ,1, ,1,1, ,984,284.1583168
404341001,4043410,1,2002,1, ,1, ,2,1, ,106.8,392.0697899
404342201,4043422,1,2000,1, ,1, ,1,1, ,187.57143,132.8109466
404344101,4043441,1,2004,1, ,1, ,2,1, ,197.4,140.3986801
404352601,4043526,1,2003,4, ,1, ,1,1, ,237.16667,51.78530549
404352602,4043526,2,1998,1, ,1, ,1,1, ,237.16667,51.78530549
404360701,4043607,1,2000,1, ,1, ,1,1, ,173.25,50.68438157
404364701,4043647,1,2003,1, ,1, ,1,1, ,1284,1691.690612
404366601,4043666,1,2005,1, ,1, ,1,1, ,709,747.8502154
404375301,4043753,1,2010,1, ,1, ,1,1, ,197,287.2892514
404375302,4043753,2,2005,6, ,1, ,1,1, ,197,287.2892514
404375801,4043758,1,2011,1, ,1, ,1,1, ,150.11111,144.6198362
404375802,4043758,2,2011,1, ,1, ,1,1, ,150.11111,144.6198362
404387701,4043877,1,2011,1, ,1, ,1,1, ,137.09091,63.81943224
404387702,4043877,2,2007,1, ,1, ,2,1, ,137.09091,63.81943224
404413401,4044134,1,1994,1, ,1, ,1,1, ,388.66667,50.29953576
404413601,4044136,1,2007,1, ,1, ,1,1, ,174,259.7142053
404413602,4044136,2,2003,1, ,1, ,1,2,NOT NEEDED,174,259.7142053
404418301,4044183,1,2006,1, ,1, ,2,1, ,269,647.071929
404426801,4044268,1,2005,1, ,1, ,1,1, ,229.33333,192.9635855
404426802,4044268,2,2001,1, ,1, ,1,1, ,229.33333,192.9635855
404429801,4044298,1,2009,2, ,1, ,1,2,NOT NEEDED,205,223.8411799
404452001,4044520,1,2005,1, ,1, ,1,1, ,181.66667,132.2505545
404461201,4044612,1,2009,1, ,1, ,2,1, ,392.5,538.5446462
404465501,4044655,1,1997,1, ,1, ,1,1, ,302.2,179.162336
404465502,4044655,2,2009,2, ,1, ,1,1, ,302.2,179.162336
404470901,4044709,1,2004,1, ,1, ,1,1, ,145.41667,181.5327547
404470902,4044709,2,2004,1, ,1, ,1,1, ,145.41667,181.5327547
404470903,4044709,3,2010,1, ,1, ,1,1, ,145.41667,181.5327547
404471901,4044719,1,1995,1, ,1, ,1,1, ,148.2,655.9084064
404471902,4044719,2,2005,1, ,1, ,2,1, ,148.2,655.9084064
404485701,4044857,1,1998,1, ,1, ,2,1, ,489.33333,50.03386869
404485702,4044857,2,2003,1, ,1, ,1,1, ,489.33333,50.03386869
404485703,4044857,3,2004,1, ,1, ,2,2,NOT PRIMARY VEHICLE,489.33333,50.03386869
404486201,4044862,1,2006,1, ,1, ,1,1, ,293.2,691.3292177
404486202,4044862,2,1996,1, ,1, ,1,1, ,293.2,691.3292177
404487601,4044876,1,2000,1, ,1, ,1,1, ,410.33333,2521.74615
404487602,4044876,2,2003,1, ,1, ,2,1, ,410.33333,2521.74615
404487603,4044876,3,2001,3, ,1, ,2,2,NOT PRIMARY VEHICLE,410.33333,2521.74615
404489201,4044892,1,1995,1, ,1, ,2,2,NOT NEEDED,455.33333,2999.591432
404489202,4044892,2,1997,1, ,1, ,2,2,DK/RF,455.33333,2999.591432
404489203,4044892,3,1992,2, ,1, ,2,1, ,455.33333,2999.591432
404491001,4044910,1,1998,2, ,1, ,2,2,NOT NEEDED,166.90909,50.35320129
404491901,4044919,1,2005,1, ,1, ,2,1, ,184.83333,253.4814817
404491902,4044919,2,2006,1, ,1, ,2,1, ,184.83333,253.4814817
404493301,4044933,1,2005,1, ,1, ,2,1, ,103.16667,53.12328216
404493302,4044933,2,2009,1, ,1, ,2,1, ,103.16667,53.12328216
404494501,4044945,1,2006,3, ,1, ,1,1, ,201.27273,465.5301458
404494502,4044945,2,2005,1, ,1, ,2,1, ,201.27273,465.5301458
404504701,4045047,1,1991,1, ,1, ,2,1, ,130.25,50.00163184
404504702,4045047,2,2007,1, ,1, ,2,2,NOT NEEDED,130.25,50.00163184
404505901,4045059,1,2005,3, ,1, ,2,1, ,73.04,50.00530959
404505902,4045059,2,1999,1, ,1, ,2,1, ,73.04,50.00530959
404505903,4045059,3,2008,1, ,1, ,1,2,NOT NEEDED,73.04,50.00530959
404508001,4045080,1,1995,2, ,1, ,2,2,NOT NEEDED,127.71429,85.01088292
404517401,4045174,1,1996,2, ,1, ,1,1, ,66.17647,50
404518501,4045185,1,2004,3, ,1, ,2,1, ,162.25,50.02155902
404531001,4045310,1,2011,1, ,3, ,1,1, ,56,50.08167293
404534301,4045343,1,1971,1, ,1, ,1,1, ,43.23529,177.6292757
404534302,4045343,2,2001,1, ,1, ,1,1, ,43.23529,177.6292757
404534303,4045343,3,2010,1, ,1, ,1,2,DK/RF,43.23529,177.6292757
404535401,4045354,1,2011,1, ,3, ,1,1, ,135.72727,50
404535901,4045359,1,2010,2, ,1, ,1,1, ,74.27778,50.3209001
404535902,4045359,2,2000,2, ,1, ,1,2,NOT PRIMARY VEHICLE,74.27778,50.3209001
404538101,4045381,1,2010,1, ,1, ,2,1, ,73.26667,66.15124628
404541401,4045414,1,2005,1, ,1, ,2,1, ,164.86667,62.0425578
404548501,4045485,1,1998,4, ,1, ,2,1, ,128.92308,95.44064567
404548502,4045485,2,2005,2, ,1, ,2,1, ,128.92308,95.44064567
404548503,4045485,3,2010,1, ,1, ,2,1, ,128.92308,95.44064567
404548504,4045485,4,2002,2, ,1, ,2,1, ,128.92308,95.44064567
404548505,4045485,5,1999,1, ,1, ,2,2,NOT NEEDED,128.92308,95.44064567
404549801,4045498,1,2011,1, ,1, ,1,2,NOT NEEDED,148.88889,131.8164481
404554601,4045546,1,2001,1, ,1, ,2,2,NOT NEEDED,254.14286,100.2264291
404561601,4045616,1,2002,1, ,1, ,1,1, ,103.16667,50.05022665
404561602,4045616,2,1999,1, ,1, ,2,1, ,103.16667,50.05022665
404564801,4045648,1,2001,1, ,1, ,2,2,NOT NEEDED,119.48077,78.50972755
404569001,4045690,1,2011,1, ,1, ,1,1, ,379,153.2049565
404571901,4045719,1,1997,1, ,1, ,8,1, ,422.66667,87.56178762
404587901,4045879,1,2007,2, ,1, ,1,1, ,193.30769,221.1961279
404592901,4045929,1,2001,1, ,1, ,2,1, ,77.10714,50
404597701,4045977,1,2005,1, ,1, ,2,2,NOT NEEDED,308.83333,380.5143267
404597702,4045977,2,2003,2, ,1, ,2,1, ,308.83333,380.5143267
404598201,4045982,1,2011,1, ,1, ,1,1, ,431.33333,257.1268564
404598202,4045982,2,2003,1, ,1, ,1,1, ,431.33333,257.1268564
404598203,4045982,3,1997,3, ,1, ,1,2,NOT PRIMARY VEHICLE,431.33333,257.1268564
404598204,4045982,4,1972,7, ,1, ,1,2,NOT PRIMARY VEHICLE,431.33333,257.1268564
404599401,4045994,1,2006,1, ,1, ,1,1, ,312.6,243.4266404
404608901,4046089,1,1996,1, ,1, ,1,1, ,148.2,73.36802181
404608902,4046089,2,2005,2, ,1, ,1,1, ,148.2,73.36802181
404609301,4046093,1,2011,3, ,1, ,1,1, ,133.13333,50.00196347
404609302,4046093,2,2003,1, ,1, ,1,1, ,133.13333,50.00196347
404615901,4046159,1,2007,1, ,1, ,1,2,NOT NEEDED,253.25,50.01536242
404620001,4046200,1,2010,3, ,4, ,1,1, ,176.5,51.64040887
404622301,4046223,1,2004,1, ,1, ,1,1, ,55.75,53.77601918
404622302,4046223,2,2007,1, ,1, ,1,2,BAD WEATHER,55.75,53.77601918
404623301,4046233,1,2001,1, ,1, ,1,1, ,170.77778,347.7981432
404627101,4046271,1,2007,1, ,1, ,2,1, ,390,496.7958211
404627102,4046271,2,2002,2, ,1, ,2,1, ,390,496.7958211
404638901,4046389,1,2011,1, ,1, ,2,1, ,292.69231,539.2800801
404638902,4046389,2,2009,1, ,1, ,1,1, ,292.69231,539.2800801
404639901,4046399,1,2003,2, ,1, ,2,2,NOT NEEDED,194.8,50.38519841
404639902,4046399,2,2009,2, ,1, ,2,1, ,194.8,50.38519841
404641101,4046411,1,1996,1, ,1, ,2,1, ,2607,2999.79448
404643301,4046433,1,2011,2, ,1, ,1,1, ,121.76923,50.00642169
404643302,4046433,2,2011,1, ,1, ,1,1, ,121.76923,50.00642169
404651001,4046510,1,2000,1, ,1, ,1,1, ,133.13333,50.00196347
404651002,4046510,2,1996,1, ,1, ,1,1, ,133.13333,50.00196347
404678101,4046781,1,2006,1, ,1, ,1,1, ,74.27778,50.32128586
404678102,4046781,2,2000,1, ,1, ,1,2,NOT NEEDED,74.27778,50.32128586
404681001,4046810,1,2004,1, ,1, ,1,1, ,117.5,57.89295373
404685001,4046850,1,1998,1, ,1, ,2,2,NOT NEEDED,818.66667,291.2189516
404685002,4046850,2,2009,1, ,1, ,2,1, ,818.66667,291.2189516
404685201,4046852,1,2000,1, ,1, ,1,1, ,219.375,106.9645744
404685202,4046852,2,2009,1, ,1, ,2,2,NOT NEEDED,219.375,106.9645744
404690801,4046908,1,2005,3, ,1, ,1,1, ,95.19048,155.8833829
404690802,4046908,2,2002,2, ,1, ,1,1, ,95.19048,155.8833829
404699601,4046996,1,2010,1, ,1, ,1,1, ,138.92857,228.5497978
404699602,4046996,2,1999,1, ,1, ,2,1, ,138.92857,228.5497978
404700001,4047000,1,2004,1, ,1, ,2,1, ,111.4,134.6881104
404700002,4047000,2,1999,3, ,1, ,1,2,NOT NEEDED,111.4,134.6881104
404702601,4047026,1,2004,1, ,1, ,1,1, ,77.10714,50.08167293
404702602,4047026,2,2002,1, ,1, ,1,1, ,77.10714,50.08167293
404702603,4047026,3,2006,2, ,1, ,2,2,NOT NEEDED,77.10714,50.08167293
404703901,4047039,1,2009,2, ,1, ,1,1, ,182.71429,117.0359199
404703902,4047039,2,2001,1, ,1, ,1,1, ,182.71429,117.0359199
404713101,4047131,1,1998,1, ,1, ,1,1, ,179.875,214.3862774
404713102,4047131,2,2006,1, ,1, ,1,1, ,179.875,214.3862774
404713103,4047131,3,1995,7, ,1, ,1,2,USED OTHER VEHICLE,179.875,214.3862774
404713701,4047137,1,2011,1, ,1, ,1,1, ,164.16667,483.1325699
404713702,4047137,2,2011,2, ,1, ,1,2,NOT NEEDED,164.16667,483.1325699
404717101,4047171,1,2006,1, ,1, ,1,1, ,72,75.40053312
404717102,4047171,2,2005,2, ,1, ,1,1, ,72,75.40053312
404717103,4047171,3,2003,2, ,1, ,1,1, ,72,75.40053312
404717201,4047172,1,2008,2, ,1, ,1,1, ,359.2,279.3688055
404718001,4047180,1,2002,1, ,1, ,2,1, ,540.5,429.7782708
404718801,4047188,1,2010,1, ,1, ,1,2,NOT NEEDED,462,250.9755419
404718802,4047188,2,2009,1, ,1, ,1,1, ,462,250.9755419
404721601,4047216,1,2010,1, ,1, ,1,1, ,286.6,60.8403015
404721602,4047216,2,2007,1, ,3, ,1,1, ,286.6,60.8403015
404721603,4047216,3,2003,1, ,1, ,2,1, ,286.6,60.8403015
404722901,4047229,1,2008,2, ,1, ,1,1, ,194.6,183.7272489
404722902,4047229,2,2006,1, ,1, ,1,1, ,194.6,183.7272489
404723201,4047232,1,2010,2, ,1, ,2,1, ,88.42105,50.07353791
404723202,4047232,2,1999,3, ,1, ,2,1, ,88.42105,50.07353791
404733901,4047339,1,2004,2, ,1, ,1,1, ,133.13333,70.37374669
404733902,4047339,2,2001,3, ,1, ,1,1, ,133.13333,70.37374669
404735801,4047358,1,2009,1, ,1, ,1,2,NOT NEEDED,805,186.871435
404737201,4047372,1,2004,1, ,1, ,1,1, ,115.92857,68.83686135
404740401,4047404,1,1998,1, ,1, ,2,2,NOT NEEDED,179.08333,203.0004087
404743001,4047430,1,1998,1, ,1, ,1,1, ,61.71053,50
404743002,4047430,2,2000,1, ,1, ,2,1, ,61.71053,50
404746401,4047464,1,1996,1, ,1, ,1,1, ,112.25,228.060932
404746402,4047464,2,1996,1, ,1, ,2,1, ,112.25,228.060932
404746403,4047464,3,2006,3, ,1, ,2,1, ,112.25,228.060932
404757301,4047573,1,2003,2, ,1, ,1,1, ,85,113.0159208
404757302,4047573,2,2005,4, ,1, ,1,1, ,85,113.0159208
404760201,4047602,1,2002,1, ,1, ,2,1, ,241.9,297.4358781
404760202,4047602,2,2009,1, ,1, ,2,1, ,241.9,297.4358781
404762301,4047623,1,2009,1, ,1, ,1,1, ,281.2,453.401785
404762302,4047623,2,2004,1, ,1, ,1,1, ,281.2,453.401785
404772701,4047727,1,2010,1, ,1, ,1,1, ,220.6,201.7725216
404772702,4047727,2,1999,1, ,1, ,1,1, ,220.6,201.7725216
404773501,4047735,1,2011,1, ,1, ,1,1, ,86.52,69.68483889
404773502,4047735,2,2007,2, ,1, ,1,1, ,86.52,69.68483889
404773503,4047735,3,2004,1, ,1, ,1,2,NOT NEEDED,86.52,69.68483889
404781101,4047811,1,2007,1, ,1, ,1,1, ,77.10714,573.6088147
404781102,4047811,2,2004,1, ,1, ,1,1, ,77.10714,573.6088147
404783501,4047835,1,2007,2, ,1, ,1,1, ,88.42105,50.11653105
404783502,4047835,2,2009,1, ,1, ,2,1, ,88.42105,50.11653105
404792301,4047923,1,2011,1, ,1, ,1,1, ,86.52,52.48023556
404792302,4047923,2,2006,1, ,1, ,1,1, ,86.52,52.48023556
404806601,4048066,1,2004,1, ,1, ,1,1, ,293,99.32823721
404809201,4048092,1,2007,3, ,1, ,2,2,NOT NEEDED,203.46154,114.970454
404809202,4048092,2,2009,2, ,1, ,2,1, ,203.46154,114.970454
404809203,4048092,3,2007,1, ,1, ,2,1, ,203.46154,114.970454
404812301,4048123,1,2009,2, ,1, ,1,1, ,507,996.7650892
404812302,4048123,2,2010,1, ,1, ,1,1, ,507,996.7650892
404818001,4048180,1,1998,2, ,1, ,1,1, ,202.5,70.66665991
404818002,4048180,2,1995,1, ,1, ,2,2,NOT NEEDED,202.5,70.66665991
404820001,4048200,1,2010,2, ,1, ,1,2,NOT NEEDED,85.875,53.46542731
404820002,4048200,2,2007,1, ,1, ,1,2,NOT NEEDED,85.875,53.46542731
404824601,4048246,1,2005,1, ,1, ,8,1, ,377.57143,595.6619703
404825001,4048250,1,2006,1, ,1, ,1,1, ,245.2,324.6422336
404825002,4048250,2,2006,1, ,1, ,1,1, ,245.2,324.6422336
404835401,4048354,1,2002,1, ,1, ,1,1, ,170.16667,250.7827014
404844901,4048449,1,2005,1, ,1, ,1,1, ,476.4,912.2792062
404844902,4048449,2,2002,4, ,1, ,1,1, ,476.4,912.2792062
404844903,4048449,3,1998,1, ,1, ,1,2,NOT NEEDED,476.4,912.2792062
404844904,4048449,4,1996,7, ,1, ,1,2,NOT NEEDED,476.4,912.2792062
404844905,4048449,5,1994,7, ,1, ,1,2,NOT NEEDED,476.4,912.2792062
404852201,4048522,1,2005,2, ,1, ,2,1, ,190.09091,50.08167293
404852202,4048522,2,1997,2, ,1, ,2,1, ,190.09091,50.08167293
404859301,4048593,1,1980,1, ,1, ,1,1, ,66.17647,404.5633766
404859801,4048598,1,2002,3, ,1, ,1,2,NOT NEEDED,804.5,2999.812639
404865301,4048653,1,2010,1, ,1, ,2,1, ,203.46154,215.4399751
404865302,4048653,2,2008,1, ,1, ,2,2,USED OTHER VEHICLE,203.46154,215.4399751
404867601,4048676,1,2003,2, ,1, ,2,1, ,259.625,407.3038235
404867602,4048676,2,2010,2, ,1, ,2,1, ,259.625,407.3038235
